transaction_id,order_date,product_category,product_id, product_name,units_sold,unit_price,total_revenue,region ,payment_method
10288,10/26/2024,Beauty Products,150,Dove Soap Pack,1,1022.77,1022.77,North America,PayPal
10289,3/13/2024,Electronics,134,iPhone 14 Pro,2,1063.18,2126.36,North America,Debit Card
10290,7/26/2024,Sports,150,Wilson Evolution Basketball,1,2158.53,2158.53,North America,Debit Card
10291,7/27/2024,Electronics,183,iPhone 14 Pro,2,2119.32,4238.64,Europe,Debit Card
10292,9/26/2024,Electronics,195,iPhone 14 Pro,4,2281.64,9126.56,Asia,PayPal
10293,9/1/2024,Clothing,140,Adidas Hoodie,2,353.42,706.84,Asia,Debit Card
10294,1/24/2024,Clothing,194,Levi's 501 Jeans,2,703.73,1407.46,Europe,Debit Card
10295,8/28/2024,Electronics,126,Sony WH-1000XM5,3,868.01,2604.03,North America,Credit Card
10296,2/28/2024,Beauty Products,184,L'Oreal Shampoo,3,95.17,285.51,Europe,Credit Card
10297,7/5/2024,Beauty Products,166,Dove Soap Pack,4,1745.78,6983.12,Europe,Credit Card
10298,9/6/2024,Electronics,142,Samsung Galaxy S23,3,1175.72,3527.16,North America,PayPal
10299,11/24/2024,Sports,122,Wilson Evolution Basketball,5,1327.65,6638.25,North America,PayPal
10300,12/3/2024,Sports,130,Nike Football,2,1135.91,2271.82,North America,Debit Card
10301,1/21/2024,Clothing,133,Levi's 501 Jeans,1,373.64,373.64,Asia,Credit Card
10302,7/15/2024,Beauty Products,129,Neutrogena Skincare Set,2,2364.73,4729.46,Europe,Debit Card
10303,3/10/2024,Clothing,133,Nike Air Max,2,1607.26,3214.52,North America,Debit Card
10304,11/3/2024,Sports,193,Nike Football,3,416.24,1248.72,Asia,PayPal
10305,6/2/2024,Beauty Products,109,Neutrogena Skincare Set,2,252.99,505.98,North America,Debit Card
10306,9/12/2024,Electronics,138,MacBook Pro 16-inch,5,860.31,4301.55,Europe,Debit Card
10307,10/6/2024,Beauty Products,185,Dove Soap Pack,3,1342.16,4026.48,Asia,Credit Card
10308,3/26/2024,Clothing,154,Adidas Hoodie,5,546.53,2732.65,Asia,Credit Card
10309,5/20/2024,Clothing,179,Levi's 501 Jeans,5,1880.41,9402.05,Europe,PayPal
10310,10/13/2024,Sports,189,Adidas Tennis Racket,3,1772.98,5318.94,Europe,Debit Card
10311,11/7/2024,Beauty Products,147,Neutrogena Skincare Set,3,493.73,1481.19,North America,Credit Card
10312,11/14/2024,Beauty Products,128,L'Oreal Shampoo,4,1317.58,5270.32,North America,Debit Card
10313,8/25/2024,Beauty Products,151,Dove Soap Pack,2,695.77,1391.54,North America,Credit Card
10314,3/24/2024,Beauty Products,102,Dove Soap Pack,2,61.75,123.5,Asia,PayPal
10315,3/25/2024,Books,185,Atomic Habits,1,825.67,825.67,Europe,PayPal
10316,7/22/2024,Home Appliances,157,Dyson V11 Vacuum,1,2117.39,2117.39,Asia,PayPal
10317,3/9/2024,Electronics,152,iPhone 14 Pro,1,1844.21,1844.21,North America,PayPal
10318,9/19/2024,Books,123,The Da Vinci Code,3,672.21,2016.63,Asia,Credit Card
10319,11/7/2024,Home Appliances,169,Dyson V11 Vacuum,2,2499.57,4999.14,Asia,PayPal
10320,5/23/2024,Sports,150,Adidas Tennis Racket,3,366.5,1099.5,North America,Debit Card
10321,5/20/2024,Electronics,127,iPhone 14 Pro,2,1099.76,2199.52,Europe,Debit Card
10322,5/21/2024,Home Appliances,123,Dyson V11 Vacuum,2,457.27,914.54,North America,Debit Card
10323,7/6/2024,Home Appliances,141,Philips Air Fryer,2,1681.81,3363.62,Europe,Debit Card
10324,2/15/2024,Home Appliances,130,Dyson V11 Vacuum,1,431.29,431.29,Europe,Credit Card
10325,3/10/2024,Sports,123,Wilson Evolution Basketball,1,579.21,579.21,Asia,PayPal
10326,9/7/2024,Electronics,187,Samsung Galaxy S23,5,99.34,496.7,North America,Debit Card
10327,5/15/2024,Books,162,Atomic Habits,1,2403.52,2403.52,Asia,Debit Card
10328,4/17/2024,Electronics,137,MacBook Pro 16-inch,1,294.15,294.15,Europe,PayPal
10329,9/17/2024,Electronics,181,Samsung Galaxy S23,1,604.91,604.91,Asia,PayPal
10330,6/3/2024,Electronics,165,Samsung Galaxy S23,5,953.28,4766.4,North America,Credit Card
10331,9/9/2024,Sports,186,Wilson Evolution Basketball,4,430.12,1720.48,Asia,Debit Card
10332,4/11/2024,Beauty Products,151,Neutrogena Skincare Set,4,543.02,2172.08,Asia,Credit Card
10333,11/13/2024,Home Appliances,164,Dyson V11 Vacuum,3,1983.39,5950.17,Europe,PayPal
10334,3/25/2024,Clothing,165,Adidas Hoodie,2,1155.6,2311.2,Europe,Credit Card
10335,8/29/2024,Beauty Products,133,L'Oreal Shampoo,3,985.7,2957.1,Europe,Credit Card
10336,10/17/2024,Home Appliances,126,Philips Air Fryer,4,67.1,268.4,Europe,PayPal
10337,10/14/2024,Books,170,Harry Potter,2,897.75,1795.5,Asia,Credit Card
10338,2/1/2024,Home Appliances,192,Blueair Classic 480i,1,592.2,592.2,Europe,PayPal
10339,5/21/2024,Electronics,150,Sony WH-1000XM5,5,969.07,4845.35,North America,Debit Card
10340,1/12/2024,Clothing,188,Nike Air Max,1,685.15,685.15,North America,Debit Card
10341,12/4/2024,Clothing,155,Nike Air Max,4,27.14,108.56,Asia,Debit Card
10342,7/25/2024,Books,197,Harry Potter,3,2473.81,7421.43,Europe,PayPal
10343,11/4/2024,Home Appliances,157,Dyson V11 Vacuum,4,1306.44,5225.76,North America,PayPal
10344,9/29/2024,Books,136,Harry Potter,5,1393.46,6967.3,Europe,Debit Card
10345,6/12/2024,Clothing,159,Nike Air Max,3,1234.27,3702.81,Asia,Debit Card
10346,10/22/2024,Beauty Products,131,Neutrogena Skincare Set,2,983.32,1966.64,Europe,PayPal
10347,7/17/2024,Clothing,188,Adidas Hoodie,2,1883.4,3766.8,North America,Credit Card
10348,6/8/2024,Books,165,Atomic Habits,3,2234.56,6703.68,Asia,Debit Card
10349,9/3/2024,Electronics,139,iPhone 14 Pro,3,642.81,1928.43,Europe,PayPal
10350,11/6/2024,Beauty Products,146,Neutrogena Skincare Set,1,307.78,307.78,Asia,Debit Card
10351,7/5/2024,Sports,129,Nike Football,4,971.03,3884.12,North America,Credit Card
10352,1/9/2024,Home Appliances,103,Philips Air Fryer,1,1400.96,1400.96,Asia,Debit Card
10353,2/27/2024,Sports,176,Adidas Tennis Racket,2,1416.12,2832.24,Europe,Credit Card
10354,6/11/2024,Beauty Products,125,L'Oreal Shampoo,3,2131.72,6395.16,North America,Credit Card
10355,10/15/2024,Home Appliances,182,Dyson V11 Vacuum,2,1281.48,2562.96,North America,Debit Card
10356,5/29/2024,Beauty Products,170,L'Oreal Shampoo,3,1052.72,3158.16,Europe,PayPal
10357,6/9/2024,Beauty Products,200,Dove Soap Pack,2,824.71,1649.42,Asia,PayPal
10358,5/23/2024,Books,184,Harry Potter,4,321.7,1286.8,Europe,PayPal
10359,5/14/2024,Electronics,108,iPhone 14 Pro,2,2260.12,4520.24,Asia,PayPal
10360,6/29/2024,Beauty Products,145,Dove Soap Pack,3,1723.16,5169.48,Europe,PayPal
10361,11/17/2024,Sports,184,Wilson Evolution Basketball,3,2475.48,7426.44,North America,Debit Card
10362,2/6/2024,Clothing,178,Nike Air Max,1,1463.58,1463.58,Europe,PayPal
10363,6/28/2024,Home Appliances,103,Philips Air Fryer,1,1609.33,1609.33,North America,Debit Card
10364,2/13/2024,Beauty Products,144,Neutrogena Skincare Set,2,143.98,287.96,Asia,Debit Card
10365,4/25/2024,Sports,195,Wilson Evolution Basketball,3,1629.05,4887.15,Europe,Debit Card
10366,3/21/2024,Home Appliances,196,Philips Air Fryer,1,15.07,15.07,Europe,Credit Card
10367,1/14/2024,Clothing,100,Adidas Hoodie,5,1555.18,7775.9,North America,PayPal
10368,4/15/2024,Electronics,127,Sony WH-1000XM5,5,1540.21,7701.05,North America,PayPal
10369,9/26/2024,Electronics,106,MacBook Pro 16-inch,2,1609.85,3219.7,North America,Debit Card
10370,9/7/2024,Sports,115,Wilson Evolution Basketball,2,1133.74,2267.48,Asia,PayPal
10371,12/19/2024,Beauty Products,165,Neutrogena Skincare Set,4,1797.54,7190.16,North America,Credit Card
10372,6/27/2024,Books,188,The Da Vinci Code,3,1047.38,3142.14,Europe,Credit Card
10373,8/7/2024,Sports,107,Nike Football,2,799.93,1599.86,Asia,PayPal
10374,12/14/2024,Electronics,155,Samsung Galaxy S23,4,1776.52,7106.08,Asia,PayPal
10375,6/1/2024,Home Appliances,193,Blueair Classic 480i,4,496.12,1984.48,Asia,Debit Card
10376,7/4/2024,Books,100,Atomic Habits,4,820.52,3282.08,North America,PayPal
10377,3/6/2024,Beauty Products,172,L'Oreal Shampoo,1,955.78,955.78,North America,Debit Card
10378,9/24/2024,Beauty Products,194,Dove Soap Pack,4,509.78,2039.12,Asia,Debit Card
10379,3/22/2024,Electronics,152,iPhone 14 Pro,1,1186.08,1186.08,North America,PayPal
10380,1/27/2024,Clothing,145,Nike Air Max,3,2402.25,7206.75,Europe,PayPal
10381,8/9/2024,Clothing,171,Levi's 501 Jeans,4,954.81,3819.24,North America,Credit Card
10382,8/30/2024,Home Appliances,163,Dyson V11 Vacuum,1,2205.17,2205.17,Europe,Debit Card
10383,8/1/2024,Home Appliances,193,Dyson V11 Vacuum,4,1751.97,7007.88,Europe,PayPal
10384,10/7/2024,Beauty Products,116,L'Oreal Shampoo,3,50.78,152.34,Europe,Credit Card
10385,5/31/2024,Clothing,189,Levi's 501 Jeans,5,861.91,4309.55,Europe,PayPal
10386,3/30/2024,Home Appliances,152,Dyson V11 Vacuum,2,711.87,1423.74,North America,PayPal
10387,2/1/2024,Beauty Products,199,L'Oreal Shampoo,1,391.36,391.36,Europe,Debit Card
10388,9/26/2024,Home Appliances,100,Blueair Classic 480i,1,566.7,566.7,Europe,Credit Card
10389,9/8/2024,Home Appliances,170,Blueair Classic 480i,4,1283.89,5135.56,Asia,PayPal
10390,2/1/2024,Beauty Products,155,Neutrogena Skincare Set,2,1211.4,2422.8,Asia,PayPal
10391,2/12/2024,Clothing,188,Nike Air Max,4,340.14,1360.56,North America,PayPal
10392,11/5/2024,Books,171,Atomic Habits,1,853.25,853.25,Asia,Debit Card
10393,5/20/2024,Books,191,Harry Potter,4,502.29,2009.16,North America,Credit Card
10394,3/7/2024,Sports,101,Wilson Evolution Basketball,2,2033.31,4066.62,Asia,PayPal
10395,10/10/2024,Beauty Products,154,L'Oreal Shampoo,2,1303.72,2607.44,Europe,PayPal
10396,9/18/2024,Beauty Products,137,L'Oreal Shampoo,1,1144.11,1144.11,North America,PayPal
10397,1/16/2024,Beauty Products,116,Dove Soap Pack,2,1334.33,2668.66,North America,Credit Card
10398,1/20/2024,Books,114,Harry Potter,2,1226.11,2452.22,Europe,Debit Card
10399,8/15/2024,Books,115,Harry Potter,5,341.4,1707,Europe,Credit Card
10400,6/6/2024,Beauty Products,141,Neutrogena Skincare Set,1,891.5,891.5,Europe,Debit Card
10401,10/13/2024,Beauty Products,145,Dove Soap Pack,1,2138.69,2138.69,Europe,Credit Card
10402,1/8/2024,Beauty Products,166,L'Oreal Shampoo,5,1044.65,5223.25,Asia,Debit Card
10403,12/21/2024,Electronics,179,MacBook Pro 16-inch,4,1805.83,7223.32,North America,Debit Card
10404,4/11/2024,Beauty Products,169,Dove Soap Pack,2,2075.66,4151.32,Europe,Credit Card
10405,1/21/2024,Clothing,126,Levi's 501 Jeans,4,232.91,931.64,Europe,PayPal
10406,9/29/2024,Sports,130,Wilson Evolution Basketball,5,12.99,64.95,Europe,PayPal
10407,12/3/2024,Books,190,Atomic Habits,1,908.98,908.98,Europe,Credit Card
10408,2/28/2024,Sports,130,Wilson Evolution Basketball,3,1309.13,3927.39,Asia,PayPal
10409,5/18/2024,Sports,186,Wilson Evolution Basketball,5,977.46,4887.3,Asia,Debit Card
10410,6/7/2024,Books,150,Harry Potter,3,312.5,937.5,Europe,Credit Card
10411,5/11/2024,Clothing,131,Levi's 501 Jeans,2,87.02,174.04,Europe,PayPal
10412,4/6/2024,Beauty Products,173,Dove Soap Pack,2,2286.24,4572.48,North America,Debit Card
10413,10/16/2024,Beauty Products,142,Neutrogena Skincare Set,5,117.52,587.6,Europe,PayPal
10414,6/10/2024,Clothing,104,Adidas Hoodie,5,1120.06,5600.3,Europe,Debit Card
10415,9/10/2024,Beauty Products,194,L'Oreal Shampoo,5,1041.48,5207.4,Asia,Credit Card
10416,9/11/2024,Home Appliances,121,Dyson V11 Vacuum,4,660.9,2643.6,Asia,PayPal
10417,2/22/2024,Electronics,195,iPhone 14 Pro,2,84.78,169.56,Europe,PayPal
10418,2/16/2024,Beauty Products,118,L'Oreal Shampoo,3,1074.62,3223.86,Asia,Credit Card
10419,4/23/2024,Beauty Products,131,L'Oreal Shampoo,2,1142.44,2284.88,North America,Debit Card
10420,12/17/2024,Sports,170,Adidas Tennis Racket,2,1681.9,3363.8,Asia,Debit Card
10421,5/28/2024,Clothing,190,Levi's 501 Jeans,5,2100.26,10501.3,Asia,Credit Card
10422,5/29/2024,Electronics,138,Sony WH-1000XM5,4,1793.32,7173.28,Asia,Credit Card
10423,6/20/2024,Books,105,The Da Vinci Code,2,293.52,587.04,North America,PayPal
10424,9/16/2024,Sports,161,Adidas Tennis Racket,2,1116,2232,Europe,Credit Card
10425,4/8/2024,Books,115,Harry Potter,5,1628.67,8143.35,Europe,PayPal
10426,9/8/2024,Sports,157,Wilson Evolution Basketball,3,371.6,1114.8,North America,Debit Card
10427,9/1/2024,Beauty Products,187,Neutrogena Skincare Set,5,1143.05,5715.25,Asia,Credit Card
10428,7/6/2024,Sports,104,Wilson Evolution Basketball,2,1633.63,3267.26,North America,PayPal
10429,10/6/2024,Electronics,147,MacBook Pro 16-inch,3,1554.69,4664.07,North America,PayPal
10430,7/3/2024,Sports,165,Nike Football,3,1294.71,3884.13,North America,Credit Card
10431,12/2/2024,Electronics,173,iPhone 14 Pro,5,1735.73,8678.65,Asia,PayPal
10432,10/25/2024,Beauty Products,150,Neutrogena Skincare Set,1,1855.17,1855.17,Asia,PayPal
10433,6/2/2024,Beauty Products,104,Neutrogena Skincare Set,4,1591.94,6367.76,Asia,Credit Card
10434,12/15/2024,Clothing,112,Nike Air Max,4,184.29,737.16,Asia,PayPal
10435,1/5/2024,Clothing,111,Levi's 501 Jeans,5,1921.83,9609.15,Europe,Debit Card
10436,6/30/2024,Books,164,The Da Vinci Code,5,1496.03,7480.15,Asia,PayPal
10437,9/27/2024,Books,138,Atomic Habits,2,1997.4,3994.8,Asia,Credit Card
10438,6/2/2024,Clothing,173,Levi's 501 Jeans,4,1892.53,7570.12,Europe,Credit Card
10439,11/6/2024,Sports,164,Nike Football,4,1666.84,6667.36,North America,PayPal
10440,3/19/2024,Books,132,The Da Vinci Code,5,232.32,1161.6,Europe,PayPal
10441,2/13/2024,Electronics,163,iPhone 14 Pro,4,1983.05,7932.2,North America,Credit Card
10442,1/25/2024,Sports,199,Adidas Tennis Racket,3,685.43,2056.29,North America,Debit Card
10443,1/2/2024,Sports,137,Nike Football,3,2036.01,6108.03,Europe,Credit Card
10444,3/17/2024,Books,149,The Da Vinci Code,1,1380.95,1380.95,North America,Credit Card
10445,3/21/2024,Home Appliances,112,Blueair Classic 480i,5,1723.48,8617.4,Asia,Debit Card
10446,6/1/2024,Home Appliances,105,Blueair Classic 480i,3,435.38,1306.14,Asia,PayPal
10447,7/24/2024,Sports,117,Nike Football,5,776.42,3882.1,North America,Debit Card
10448,6/10/2024,Clothing,168,Levi's 501 Jeans,1,2476.83,2476.83,North America,PayPal
10449,8/21/2024,Electronics,156,iPhone 14 Pro,3,300.86,902.58,Asia,Credit Card
10450,6/16/2024,Home Appliances,128,Blueair Classic 480i,4,58.53,234.12,Asia,PayPal
10451,3/14/2024,Books,124,The Da Vinci Code,3,1836.84,5510.52,Europe,PayPal
10452,9/20/2024,Beauty Products,171,Neutrogena Skincare Set,1,1212.29,1212.29,Asia,Debit Card
10453,9/7/2024,Beauty Products,111,L'Oreal Shampoo,3,1432.7,4298.1,Asia,Credit Card
10454,8/8/2024,Beauty Products,109,L'Oreal Shampoo,2,317.75,635.5,Europe,Debit Card
10455,3/2/2024,Electronics,106,MacBook Pro 16-inch,3,950.77,2852.31,North America,PayPal
10456,7/17/2024,Sports,195,Adidas Tennis Racket,3,2170.09,6510.27,Europe,PayPal
10457,3/7/2024,Electronics,163,MacBook Pro 16-inch,4,1500.11,6000.44,North America,Credit Card
10458,9/26/2024,Clothing,184,Nike Air Max,1,2445.17,2445.17,Asia,Credit Card
10459,10/9/2024,Clothing,130,Adidas Hoodie,3,82.3,246.9,North America,PayPal
10460,3/26/2024,Books,134,Atomic Habits,1,1378.83,1378.83,North America,PayPal
10461,10/6/2024,Electronics,195,MacBook Pro 16-inch,4,430.39,1721.56,Europe,Debit Card
10462,1/23/2024,Home Appliances,174,Dyson V11 Vacuum,1,99.98,99.98,Asia,Credit Card
10463,3/25/2024,Home Appliances,110,Dyson V11 Vacuum,3,2425.93,7277.79,North America,PayPal
10464,6/3/2024,Beauty Products,142,Neutrogena Skincare Set,1,2280,2280,North America,PayPal
10465,7/22/2024,Sports,124,Wilson Evolution Basketball,4,1250.03,5000.12,North America,Debit Card
10466,8/12/2024,Books,154,Harry Potter,2,1923.61,3847.22,Europe,Credit Card
10467,9/27/2024,Sports,148,Wilson Evolution Basketball,3,542.69,1628.07,Europe,PayPal
10468,9/30/2024,Home Appliances,150,Philips Air Fryer,1,791.57,791.57,North America,Debit Card
10469,2/5/2024,Books,137,Atomic Habits,3,595.12,1785.36,North America,Debit Card
10470,11/14/2024,Sports,131,Nike Football,1,2405.72,2405.72,Europe,PayPal
10471,11/9/2024,Books,186,Atomic Habits,1,2307.16,2307.16,Europe,Debit Card
10472,3/9/2024,Books,185,Harry Potter,3,77.11,231.33,Asia,Credit Card
10473,12/20/2024,Clothing,162,Adidas Hoodie,1,487.41,487.41,Asia,PayPal
10474,1/10/2024,Electronics,163,Samsung Galaxy S23,4,1522.63,6090.52,Europe,Credit Card
10475,2/13/2024,Home Appliances,160,Philips Air Fryer,1,764.38,764.38,Asia,Debit Card
10476,1/5/2024,Clothing,187,Adidas Hoodie,5,1945.88,9729.4,North America,Debit Card
10477,1/2/2024,Sports,197,Adidas Tennis Racket,1,2357.98,2357.98,Europe,Debit Card
10478,3/9/2024,Electronics,180,Samsung Galaxy S23,4,2493.18,9972.72,Europe,Debit Card
10479,3/3/2024,Books,111,Atomic Habits,5,1688.83,8444.15,Asia,PayPal
10480,3/17/2024,Sports,129,Wilson Evolution Basketball,1,2372.39,2372.39,Asia,PayPal
10481,8/18/2024,Home Appliances,107,Dyson V11 Vacuum,1,1211.98,1211.98,North America,Debit Card
10482,6/21/2024,Home Appliances,152,Blueair Classic 480i,3,1637.55,4912.65,Europe,PayPal
10483,4/11/2024,Sports,128,Wilson Evolution Basketball,4,2401.99,9607.96,Asia,Credit Card
10484,5/5/2024,Clothing,186,Nike Air Max,3,2444.72,7334.16,Asia,PayPal
10485,7/22/2024,Home Appliances,145,Dyson V11 Vacuum,4,1888.99,7555.96,Asia,Credit Card
10486,10/26/2024,Beauty Products,117,Dove Soap Pack,1,1293.77,1293.77,North America,Credit Card
10487,6/22/2024,Books,151,The Da Vinci Code,4,702.32,2809.28,North America,PayPal
10488,12/27/2024,Beauty Products,179,Dove Soap Pack,1,1605.62,1605.62,North America,Debit Card
10489,9/11/2024,Electronics,119,Sony WH-1000XM5,1,1242.6,1242.6,Asia,Credit Card
10490,11/23/2024,Beauty Products,130,Neutrogena Skincare Set,4,1055.29,4221.16,Europe,PayPal
10491,6/25/2024,Home Appliances,171,Philips Air Fryer,5,892.6,4463,Europe,PayPal
10492,6/29/2024,Beauty Products,134,Dove Soap Pack,5,2460.95,12304.75,Europe,Credit Card
10493,12/8/2024,Books,196,Atomic Habits,4,1256.83,5027.32,Europe,Credit Card
10494,7/18/2024,Electronics,148,Samsung Galaxy S23,3,393.78,1181.34,Europe,PayPal
10495,5/22/2024,Sports,186,Adidas Tennis Racket,1,1415.94,1415.94,Asia,Credit Card
10496,1/3/2024,Books,155,Harry Potter,4,839.15,3356.6,Europe,Credit Card
10497,11/1/2024,Electronics,185,MacBook Pro 16-inch,5,343.67,1718.35,North America,Credit Card
10498,2/10/2024,Books,117,Harry Potter,3,1521.89,4565.67,Europe,PayPal
10499,7/4/2024,Electronics,188,Sony WH-1000XM5,4,1663.14,6652.56,North America,PayPal
10500,7/17/2024,Clothing,192,Adidas Hoodie,4,1994.54,7978.16,Asia,PayPal
10501,11/17/2024,Sports,106,Wilson Evolution Basketball,2,2392.61,4785.22,North America,Debit Card
10502,9/15/2024,Beauty Products,181,Dove Soap Pack,3,535.19,1605.57,North America,Debit Card
10503,5/25/2024,Electronics,100,iPhone 14 Pro,4,1624.17,6496.68,Asia,PayPal
10504,2/22/2024,Clothing,164,Adidas Hoodie,2,1412.86,2825.72,Europe,PayPal
10505,2/9/2024,Home Appliances,131,Philips Air Fryer,2,1294.37,2588.74,North America,Debit Card
10506,12/23/2024,Books,172,Atomic Habits,4,512.33,2049.32,North America,PayPal
10507,3/13/2024,Sports,134,Wilson Evolution Basketball,2,2214.87,4429.74,North America,PayPal
10508,11/14/2024,Sports,143,Wilson Evolution Basketball,1,1040.19,1040.19,North America,Debit Card
10509,7/18/2024,Home Appliances,129,Blueair Classic 480i,1,2392.41,2392.41,Europe,PayPal
10510,5/28/2024,Books,151,Atomic Habits,1,1178.45,1178.45,North America,Debit Card
10511,10/22/2024,Books,108,Harry Potter,5,1129.72,5648.6,Asia,Debit Card
10512,3/13/2024,Beauty Products,185,L'Oreal Shampoo,3,634.73,1904.19,Asia,Debit Card
10513,2/26/2024,Sports,188,Adidas Tennis Racket,4,788.59,3154.36,Asia,PayPal
10514,3/29/2024,Home Appliances,132,Philips Air Fryer,1,389.39,389.39,Asia,Debit Card
10515,1/12/2024,Sports,117,Nike Football,2,515.21,1030.42,Asia,Debit Card
10516,3/17/2024,Sports,191,Nike Football,5,1785.19,8925.95,North America,Credit Card
10517,11/14/2024,Books,117,Harry Potter,5,963.88,4819.4,North America,PayPal
10518,3/12/2024,Beauty Products,103,L'Oreal Shampoo,3,1906.11,5718.33,Asia,PayPal
10519,4/2/2024,Books,143,Harry Potter,3,1040.97,3122.91,North America,Debit Card
10520,4/8/2024,Clothing,152,Levi's 501 Jeans,2,2388.53,4777.06,Europe,Debit Card
10521,3/1/2024,Clothing,183,Levi's 501 Jeans,1,2487.93,2487.93,Europe,Debit Card
10522,4/29/2024,Clothing,198,Levi's 501 Jeans,5,1083.44,5417.2,Europe,PayPal
10523,8/22/2024,Sports,199,Wilson Evolution Basketball,4,1078.66,4314.64,Europe,PayPal
10524,7/25/2024,Sports,136,Nike Football,5,338.48,1692.4,North America,Debit Card
10525,9/9/2024,Beauty Products,197,L'Oreal Shampoo,4,1202.23,4808.92,Asia,Debit Card
10526,5/10/2024,Sports,113,Nike Football,4,1493.94,5975.76,North America,Debit Card
10527,4/7/2024,Beauty Products,138,Dove Soap Pack,5,757.49,3787.45,Asia,PayPal
10528,7/11/2024,Sports,123,Wilson Evolution Basketball,1,316.77,316.77,North America,Credit Card
10529,4/23/2024,Sports,162,Nike Football,4,790.03,3160.12,Europe,PayPal
10530,7/7/2024,Sports,166,Nike Football,4,743.52,2974.08,North America,Debit Card
10531,12/23/2024,Sports,188,Wilson Evolution Basketball,4,369.57,1478.28,North America,Debit Card
10532,10/9/2024,Clothing,184,Nike Air Max,2,2025.96,4051.92,Europe,PayPal
10533,10/4/2024,Books,167,The Da Vinci Code,2,1319.39,2638.78,North America,PayPal
10534,1/26/2024,Beauty Products,130,Dove Soap Pack,2,1574.16,3148.32,North America,PayPal
10535,5/2/2024,Beauty Products,112,L'Oreal Shampoo,4,1149.81,4599.24,Europe,PayPal
10536,10/4/2024,Beauty Products,134,L'Oreal Shampoo,1,924.33,924.33,Asia,Debit Card
10537,3/19/2024,Sports,164,Adidas Tennis Racket,2,246.08,492.16,North America,PayPal
10538,2/27/2024,Beauty Products,162,Neutrogena Skincare Set,1,1387.21,1387.21,Europe,Credit Card
10539,9/13/2024,Beauty Products,117,L'Oreal Shampoo,3,1683.53,5050.59,Europe,Debit Card
10540,12/30/2024,Beauty Products,101,Dove Soap Pack,1,281.19,281.19,Asia,Debit Card
10541,1/22/2024,Beauty Products,109,Neutrogena Skincare Set,4,1258.64,5034.56,Europe,Credit Card
10542,10/14/2024,Clothing,172,Adidas Hoodie,3,180.61,541.83,Europe,PayPal
10543,11/8/2024,Books,166,Harry Potter,5,1508.71,7543.55,North America,Credit Card
10544,9/11/2024,Electronics,189,iPhone 14 Pro,4,1385.18,5540.72,North America,Credit Card
10545,4/2/2024,Beauty Products,127,Dove Soap Pack,5,2482.9,12414.5,Asia,PayPal
10546,11/7/2024,Sports,141,Nike Football,5,260.8,1304,Europe,PayPal
10547,9/25/2024,Electronics,128,Samsung Galaxy S23,1,53.04,53.04,Asia,Debit Card
10548,10/4/2024,Sports,176,Adidas Tennis Racket,3,398.28,1194.84,Asia,PayPal
10549,9/1/2024,Home Appliances,188,Philips Air Fryer,2,2034.43,4068.86,Asia,Debit Card
10550,9/24/2024,Home Appliances,187,Philips Air Fryer,4,1634.98,6539.92,Asia,PayPal
10551,1/29/2024,Home Appliances,161,Dyson V11 Vacuum,3,1862.92,5588.76,Asia,Credit Card
10552,3/14/2024,Sports,103,Adidas Tennis Racket,3,747.78,2243.34,Asia,Debit Card
10553,8/4/2024,Electronics,154,Sony WH-1000XM5,5,2191.2,10956,Europe,Debit Card
10554,1/6/2024,Electronics,191,iPhone 14 Pro,4,135.92,543.68,North America,Debit Card
10555,9/21/2024,Home Appliances,181,Dyson V11 Vacuum,4,1370.01,5480.04,North America,PayPal
10556,2/6/2024,Home Appliances,156,Philips Air Fryer,4,1316.89,5267.56,North America,PayPal
10557,3/19/2024,Home Appliances,175,Blueair Classic 480i,5,1618.88,8094.4,Asia,PayPal
10558,1/4/2024,Sports,156,Nike Football,3,2130.33,6390.99,Europe,Debit Card
10559,4/7/2024,Home Appliances,153,Philips Air Fryer,5,1332.78,6663.9,Europe,Debit Card
10560,12/14/2024,Books,167,Harry Potter,1,851.62,851.62,Asia,Credit Card
10561,12/26/2024,Books,171,The Da Vinci Code,1,1805.56,1805.56,Asia,Credit Card
10562,7/28/2024,Books,102,Atomic Habits,3,248.34,745.02,North America,Credit Card
10563,12/8/2024,Clothing,148,Levi's 501 Jeans,3,2094.47,6283.41,North America,Debit Card
10564,6/5/2024,Beauty Products,143,L'Oreal Shampoo,4,585.91,2343.64,North America,Debit Card
10565,4/2/2024,Books,147,Harry Potter,5,530.57,2652.85,Europe,Debit Card
10566,11/14/2024,Clothing,184,Nike Air Max,1,141.17,141.17,Asia,Debit Card
10567,2/20/2024,Electronics,139,Sony WH-1000XM5,5,168.24,841.2,North America,Credit Card
10568,2/17/2024,Books,152,Harry Potter,5,1667.84,8339.2,Europe,PayPal
10569,12/2/2024,Beauty Products,116,L'Oreal Shampoo,3,354.42,1063.26,Asia,PayPal
10570,9/18/2024,Beauty Products,176,Neutrogena Skincare Set,3,1861.46,5584.38,Asia,Debit Card
10571,8/16/2024,Clothing,128,Adidas Hoodie,2,698.81,1397.62,Asia,Debit Card
10572,9/28/2024,Sports,167,Nike Football,5,1121.51,5607.55,North America,Debit Card
10573,2/21/2024,Books,120,Atomic Habits,5,1977.85,9889.25,Asia,Credit Card
10574,1/17/2024,Sports,140,Nike Football,1,869.22,869.22,North America,Credit Card
